TIP_In2020,ID Number,Control Number,Project Title,Lead Agency,Project Type,Year,Funding Category,FedAmount,StateAmount,LocalAmount,TotAmount,Funding Source
TRUE,99.09999847,A301441,NM 14 Slope Erosion Mitigation,NMDOT D-3,Misc,2021,STP-Flex,"120,470.00","20,529.53",0.00,"140,999.53",Federal Hwy
TRUE,99.09999847,A301441,NM 14 Slope Erosion Mitigation,NMDOT D-3,Misc,2022,STP-Flex,"3,899,852.00","664,581.39",0.00,"4,564,433.39",Federal Hwy
TRUE,99.19999695,A301442,NM14/NM 536/Frost Rd intersection Improvements,NMDOT D-3,Safety,2023,STP-Flex,"2,194,580.00","373,982.66",0.00,"2,568,562.66",Federal Hwy
TRUE,117,A301346,District 3 Bridge Preservation,NMDOT D-3,Hwy & Brg Pres,2020,STP-Flex,"861,679.00","146,840.40",0.00,"1,008,519.40",Federal Hwy
TRUE,165.1000061,A301161,District 3 Bridge Replacements-NM 165,NMDOT D-3,Hwy & Brg Pres,2025,STP-Flex,"1,281,600.00","218,399.96",0.00,"1,499,999.96",Federal Hwy
TRUE,215.1999969,A302212,District 3 On-Call Planning & Design Support (FFY 2025),NMDOT D-3,Misc,2025,STP-Flex,"427,200.00","72,799.99",0.00,"499,999.99",Federal Hwy
TRUE,253.1000061,A300378,I-25 (South) Pavement Preservation,NMDOT D-3,Hwy & Brg Pres,2025,STP-Flex,"2,136,000.00","363,999.93",0.00,"2,499,999.93",Federal Hwy
TRUE,260,A302100,District 3 Pavement Preservation - I-40 West of Coors,NMDOT D-3,Hwy & Brg Pres,2021,STP-Flex,"593,138.00","101,077.80",0.00,"694,215.80",Federal Hwy
TRUE,260.2000122,A300425,NM 6 Pavement Preservation West of I-25,NMDOT D-3,Hwy & Brg Pres,2021,STP-Flex,"1,116,294.00","190,229.84",0.00,"1,306,523.84",Federal Hwy
TRUE,265.2000122,A302162,I-25 FDR Phase 3,NMDOT D-3,Hwy & Brg Pres,2023,STP-Flex,"106,800.00",0.00,"18,200.00","125,000.00",Federal Hwy
TRUE,314,A300191,NM 314 & Courthouse Rd Intersection Improvements,NMDOT D-3,Hwy & Brg Pres,2020,STP-Flex,"598,080.00","101,919.98",0.00,"699,999.98",Federal Hwy
TRUE,314,A300191,NM 314 & Courthouse Rd Intersection Improvements,NMDOT D-3,Hwy & Brg Pres,2021,STP-Flex,"114,502.00","19,512.51",0.00,"134,014.51",Federal Hwy
TRUE,314,A300191,NM 314 & Courthouse Rd Intersection Improvements,NMDOT D-3,Hwy & Brg Pres,2021,STP-Flex,"569,018.00","96,967.47",0.00,"665,985.47",Federal Hwy
TRUE,359.3999939,A302122,I40 Pavement Preservation (canyon),NMDOT D-3,Hwy & Brg Pres,2022,STP-Flex,"136,699.00","23,295.14",0.00,"159,994.14",Federal Hwy
TRUE,493.3999939,A300381,NM 528 Rio Rancho Blvd Improvements (Upper Section),NMDOT CRDC,Capacity Proj,2020,STP-Flex,"715,962.00","122,008.48",0.00,"837,970.48",Federal Hwy
TRUE,650.9000244,A300809,District 3 On-Call Planning & Design Support,NMDOT D-3,Misc,2020,STP-Flex,"1,657,536.00","342,464.00",0.00,"2,000,000.00",Federal Hwy
TRUE,671,A301620,NM 337 Bridge Replacement in Chilili,NMDOT CRDC,Hwy & Brg Pres,2023,STP-Flex,"2,228,653.00","379,789.11",0.00,"2,608,442.11",Federal Hwy
TRUE,865.0999756,A300161,Woodward Road Improvements Project,County of Bernalillo,Hwy & Brg Pres,2021,STP-Flex,"311,992.00",0.00,"53,167.17","365,159.17",Federal Hwy
TRUE,887,A300403,NM 313 Timber Bridge replacement,NMDOT CRDC,Hwy & Brg Pres,2024,STP-Flex,"4,036,551.00","687,876.53",0.00,"4,724,427.53",Federal Hwy
TRUE,935,A301350,Southeast Los Lentes Road Improvements,Village of Los Lunas,Capacity Proj,2021,STP-Flex,"427,200.00",0.00,"72,799.99","499,999.99",Federal Hwy
TRUE,941,A301400,Meadowlake Road Improvements,County of Valencia,Hwy & Brg Pres,2020,STP-Flex,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,941,A301400,Meadowlake Road Improvements,County of Valencia,Hwy & Brg Pres,2020,STP-Flex,"768,960.00",0.00,"131,039.97","899,999.97",Federal Hwy
TRUE,941,A301400,Meadowlake Road Improvements,County of Valencia,Hwy & Brg Pres,2021,STP-Flex,"1,318,990.00",0.00,"224,771.66","1,543,761.66",Federal Hwy
TRUE,6.800000191,A300423,NM 6 Bridge Replacement ( Rio Grande Bridge #7453),NMDOT D-3,Hwy & Brg Pres,2020,STP-Flex (Non-Chargeable),"85,440.00","14,560.00",0.00,"100,000.00",Federal Hwy
TRUE,8,A301000,NM 500 Rio Bravo EB Bridge Replacement (Bridge #6204),NMDOT D-3,Hwy & Brg Pres,2020,STP-Flex (Non-Chargeable),"993,008.00","169,220.43",0.00,"1,162,228.43",Federal Hwy
TRUE,8,A301000,NM 500 Rio Bravo EB Bridge Replacement (Bridge #6204),NMDOT D-3,Hwy & Brg Pres,2021,STP-Flex (Non-Chargeable),"615,366.00","104,865.72",0.00,"720,231.72",Federal Hwy
TRUE,8,A301000,NM 500 Rio Bravo EB Bridge Replacement (Bridge #6204),NMDOT D-3,Hwy & Brg Pres,2022,STP-Flex (Non-Chargeable),"1,093,434.00","186,334.22",0.00,"1,279,768.22",Federal Hwy
TRUE,99.19999695,A301442,NM14/NM 536/Frost Rd intersection Improvements,NMDOT D-3,Safety,2021,STP-Flex (Non-Chargeable),"512,640.00","87,359.98",0.00,"599,999.98",Federal Hwy
TRUE,99.19999695,A301442,NM14/NM 536/Frost Rd intersection Improvements,NMDOT D-3,Safety,2022,STP-Flex (Non-Chargeable),"114,905.00","19,581.19",0.00,"134,486.19",Federal Hwy
TRUE,960,A302370,I25 S curve area study,NMDOT D-3,Hwy & Brg Pres,2022,STP-Flex (Non-Chargeable),"341,760.00","58,239.99",0.00,"399,999.99",Federal Hwy
TRUE,965,A302380,PE Phase - I40 bridges over Tijeras,NMDOT D-3,Hwy & Brg Pres,2022,STP-Flex (Non-Chargeable),"427,200.00","72,799.99",0.00,"499,999.99",Federal Hwy
TRUE,6.900000095,A301122,I-25 & NM6 Median Erosion Mitigation,Village of Los Lunas,Misc,2020,STP-Rural,"35,440.00",0.00,"6,039.40","41,479.40",Federal Hwy
TRUE,6.900000095,A301122,I-25 & NM6 Median Erosion Mitigation,Village of Los Lunas,Misc,2021,STP-Rural,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,6.900000095,A301122,I-25 & NM6 Median Erosion Mitigation,Village of Los Lunas,Misc,2021,STP-Rural,"557,768.00",0.00,"95,050.33","652,818.33",Federal Hwy
TRUE,99.09999847,A301441,NM 14 Slope Erosion Mitigation,NMDOT D-3,Misc,2022,STP-Rural,"517,435.00","88,177.11",0.00,"605,612.11",Federal Hwy
TRUE,99.19999695,A301442,NM14/NM 536/Frost Rd intersection Improvements,NMDOT D-3,Safety,2023,STP-Rural,"643,208.00","109,610.33",0.00,"752,818.33",Federal Hwy
TRUE,671,A301620,NM 337 Bridge Replacement in Chilili,NMDOT CRDC,Hwy & Brg Pres,2022,STP-Rural,"17,173.00","2,926.48",0.00,"20,099.48",Federal Hwy
TRUE,671,A301620,NM 337 Bridge Replacement in Chilili,NMDOT CRDC,Hwy & Brg Pres,2022,STP-Rural,"108,598.00","18,506.40",0.00,"127,104.40",Federal Hwy
TRUE,6.900000095,A301122,I-25 & NM6 Median Erosion Mitigation,Village of Los Lunas,Misc,2020,STP-Sm Urb,"35,440.00",0.00,"6,039.40","41,479.40",Federal Hwy
TRUE,6.900000095,A301122,I-25 & NM6 Median Erosion Mitigation,Village of Los Lunas,Misc,2021,STP-Sm Urb,"59,100.00",0.00,"10,071.35","69,171.35",Federal Hwy
TRUE,145,A302290,Valencia County Transit Facility,Rio Metro Transit Dist,Transit,2024,STP-Sm Urb,"1,000,000.00",0.00,"170,411.95","1,170,411.95",Federal Hwy
TRUE,180,A302280,El Cerro Mission Blvd Rehabilitation,County of Valencia,Hwy & Brg Pres,2024,STP-Sm Urb,"128,160.00",0.00,"21,840.00","150,000.00",Federal Hwy
TRUE,180,A302280,El Cerro Mission Blvd Rehabilitation,County of Valencia,Hwy & Brg Pres,2025,STP-Sm Urb,"1,367,040.00",0.00,"232,959.95","1,599,999.95",Federal Hwy
TRUE,212,A301880,West Aragon Rd. Improvements,City of Belen,Hwy & Brg Pres,2022,STP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,212,A301880,West Aragon Rd. Improvements,City of Belen,Hwy & Brg Pres,2022,STP-Sm Urb,"427,200.00",0.00,"72,799.99","499,999.99",Federal Hwy
TRUE,212,A301880,West Aragon Rd. Improvements,City of Belen,Hwy & Brg Pres,2022,STP-Sm Urb,"1,061,165.00",0.00,"180,835.20","1,242,000.20",Federal Hwy
TRUE,216,A301123,I-25 and NM 6 On & Off Ramps Rehab and Reconstruction,NMDOT D-3,Hwy & Brg Pres,2024,STP-Sm Urb,0.00,0.00,0.00,0.00,Federal Hwy
TRUE,265.2000122,A302162,I-25 FDR Phase 3,NMDOT D-3,Hwy & Brg Pres,2022,STP-Sm Urb,"69,654.00","11,869.87",0.00,"81,523.87",Federal Hwy
TRUE,265.2000122,A302162,I-25 FDR Phase 3,NMDOT D-3,Hwy & Brg Pres,2023,STP-Sm Urb,"1,643,459.00","280,065.06",0.00,"1,923,524.06",Federal Hwy
TRUE,314.1000061,A300192,NM 314 Access Management Improvements,NMDOT D-3,Hwy & Brg Pres,2024,STP-Sm Urb,"500,000.00","85,205.98",0.00,"585,205.98",Federal Hwy
TRUE,314.1000061,A300192,NM 314 Access Management Improvements,NMDOT D-3,Hwy & Brg Pres,2025,STP-Sm Urb,"500,000.00","85,205.98",0.00,"585,205.98",Federal Hwy
TRUE,537.2999878,A300961,Los Lunas I-25 Interchange and E-W Corridor,Village of Los Lunas,Capacity Proj,2020,STP-Sm Urb,"1,334,878.00",0.00,"227,479.17","1,562,357.17",Federal Hwy
TRUE,537.2999878,A300961,Los Lunas I-25 Interchange and E-W Corridor,Village of Los Lunas,Capacity Proj,2021,STP-Sm Urb,"227,684.00",0.00,"38,800.07","266,484.07",Federal Hwy
TRUE,724.0999756,A302270,Camino del Llano Rehabilitation Phase I,City of Belen,Hwy & Brg Pres,2024,STP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,724.0999756,A302270,Camino del Llano Rehabilitation Phase I,City of Belen,Hwy & Brg Pres,2025,STP-Sm Urb,"768,960.00",0.00,"131,039.97","899,999.97",Federal Hwy
TRUE,828.0999756,A301351,South Los Lentes and Morris Rd Improvements Phase II,Village of Los Lunas,Hwy & Brg Pres,2024,STP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,828.0999756,A301351,South Los Lentes and Morris Rd Improvements Phase II,Village of Los Lunas,Hwy & Brg Pres,2025,STP-Sm Urb,"384,480.00",0.00,"65,519.99","449,999.99",Federal Hwy
TRUE,828.2000122,A301352,North Los Lentes Rehabilitation Improvements,Village of Los Lunas,Hwy & Brg Pres,2024,STP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,828.2000122,A301352,North Los Lentes Rehabilitation Improvements,Village of Los Lunas,Hwy & Brg Pres,2025,STP-Sm Urb,0.00,0.00,0.00,0.00,Federal Hwy
TRUE,935,A301350,Southeast Los Lentes Road Improvements,Village of Los Lunas,Capacity Proj,2020,STP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,935,A301350,Southeast Los Lentes Road Improvements,Village of Los Lunas,Capacity Proj,2021,STP-Sm Urb,"55,536.00",0.00,"9,464.00","65,000.00",Federal Hwy
TRUE,935,A301350,Southeast Los Lentes Road Improvements,Village of Los Lunas,Capacity Proj,2021,STP-Sm Urb,"351,431.81",0.00,"59,888.18","411,319.99",Federal Hwy
TRUE,941,A301400,Meadowlake Road Improvements,County of Valencia,Hwy & Brg Pres,2020,STP-Sm Urb,"187,702.00",0.00,"31,986.66","219,688.66",Federal Hwy
TRUE,941,A301400,Meadowlake Road Improvements,County of Valencia,Hwy & Brg Pres,2021,STP-Sm Urb,"949,708.00",0.00,"161,841.59","1,111,549.59",Federal Hwy
TRUE,260.2000122,A300425,NM 6 Pavement Preservation West of I-25,NMDOT D-3,Hwy & Brg Pres,2021,STP-Sm Urb (Non-Chargeable),"807,018.00","137,525.51",0.00,"944,543.51",Federal Hwy
TRUE,265.1000061,A302161,I-25 FDR Phase 2,NMDOT D-3,Hwy & Brg Pres,2020,STP-Sm Urb (Non-Chargeable),"5,828,144.00",0.00,"993,185.39","6,821,329.39",Federal Hwy
TRUE,537.2999878,A300961,Los Lunas I-25 Interchange and E-W Corridor,Village of Los Lunas,Capacity Proj,2022,STP-Sm Urb (Non-Chargeable),0.00,0.00,0.00,0.00,Federal Hwy
TRUE,7.300000191,A300483,NM 333 Pedestrian Improvements Phase II,Village of Tijeras,Bike/Ped,2022,STP-U,"427,200.00",0.00,"72,799.99","499,999.99",Federal Hwy
TRUE,9.199999809,A301042,Southern Blvd Reconstruction Phase II,City of Rio Rancho,Capacity Proj,2020,STP-U,"1,796,748.00",0.00,"306,187.33","2,102,935.33",Federal Hwy
TRUE,9.199999809,A301042,Southern Blvd Reconstruction Phase II,City of Rio Rancho,Capacity Proj,2022,STP-U,"2,487,852.00",0.00,"423,959.71","2,911,811.71",Federal Hwy
TRUE,23.10000038,A302300,2nd St.Rehab/Sidewalk and Lighting Improvements,City of Albuquerque-DMD,Hwy & Brg Pres,2022,STP-U,"600,000.00",0.00,"102,247.17","702,247.17",Federal Hwy
TRUE,24.20000076,A301031,Alameda DrainTrail Phase 2,County of Bernalillo,Bike/Ped,2020,STP-U,"89,683.00",0.00,"15,283.06","104,966.06",Federal Hwy
TRUE,24.20000076,A301031,Alameda DrainTrail Phase 2,County of Bernalillo,Bike/Ped,2021,STP-U,"527,084.00",0.00,"89,821.41","616,905.41",Federal Hwy
TRUE,24.29999924,A301032,Alameda Drain/2nd Street Bike/Ped Trail Ph 3,City of Albuquerque-P&R,Bike/Ped,2021,STP-U,"379,354.00",0.00,"64,646.46","444,000.46",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2022,STP-U,"24,937.00",0.00,"4,249.56","29,186.56",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2023,STP-U,"24,937.00",0.00,"4,249.56","29,186.56",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2024,STP-U,"24,937.00",0.00,"4,249.56","29,186.56",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2025,STP-U,"24,937.00",0.00,"4,249.56","29,186.56",Federal Hwy
TRUE,42.09999847,A300942,NM 500 Rio Bravo Blvd & 2nd St Intersection Improvements,County of Bernalillo,Hwy & Brg Pres,2022,STP-U,"2,000,000.00",0.00,"340,823.90","2,340,823.90",Federal Hwy
TRUE,42.29999924,A300945,NM 500 Rio Bravo Gap Widening Improvements,County of Bernalillo,Capacity Proj,2021,STP-U,"640,800.00",0.00,"109,199.98","749,999.98",Federal Hwy
TRUE,42.29999924,A300945,NM 500 Rio Bravo Gap Widening Improvements,County of Bernalillo,Capacity Proj,2023,STP-U,"4,272,000.00",0.00,"727,999.86","4,999,999.86",Federal Hwy
TRUE,91.19999695,A301891,I-25 / Gibson Blvd. Interchange Reconstruction,NMDOT CRDC,Capacity Proj,2024,STP-U,"610,932.00","104,110.11",0.00,"715,042.11",Federal Hwy
TRUE,91.19999695,A301891,I-25 / Gibson Blvd. Interchange Reconstruction,NMDOT CRDC,Capacity Proj,2025,STP-U,"4,874,727.00","830,711.74",0.00,"5,705,438.74",Federal Hwy
TRUE,103.5999985,A300757,ITS-Albuquerque Equipment Upgrades,City of Albuquerque-DMD,ITS-TSM,2024,STP-U,"1,500,000.00",0.00,"255,617.93","1,755,617.93",Federal Hwy
TRUE,103.6999969,A300758,ITS - AlbuquerqueTraffic Management Systems (FFY 2020 & 2021),City of Albuquerque-DMD,ITS-TSM,2020,STP-U,"500,000.00",0.00,"85,205.98","585,205.98",Federal Hwy
TRUE,103.6999969,A300758,ITS - AlbuquerqueTraffic Management Systems (FFY 2020 & 2021),City of Albuquerque-DMD,ITS-TSM,2020,STP-U,"500,000.00",0.00,"85,205.98","585,205.98",Federal Hwy
TRUE,103.8000031,A300759,ITS-Albuquerque Traffic Management Systems-Louisiana Boulevard Improvements,City of Albuquerque-DMD,ITS-TSM,2021,STP-U,"1,000,000.00",0.00,"170,411.95","1,170,411.95",Federal Hwy
TRUE,120.5,TA00086,Coors Corridor Park & Ride Phase 2,City of Albuquerque-ABQ Ride,Transit,2022,STP-U,"500,000.00",0.00,"85,205.98","585,205.98",Federal Hwy
TRUE,141.1999969,A302032,AMPA Wide Bicycle Facil. Prog. & Activities,City of Albuquerque-DMD,Bike/Ped,2022,STP-U,"200,000.00",0.00,"34,082.39","234,082.39",Federal Hwy
TRUE,141.1999969,A302032,AMPA Wide Bicycle Facil. Prog. & Activities,City of Albuquerque-DMD,Bike/Ped,2023,STP-U,"200,000.00",0.00,"34,082.39","234,082.39",Federal Hwy
TRUE,141.1999969,A302032,AMPA Wide Bicycle Facil. Prog. & Activities,City of Albuquerque-DMD,Bike/Ped,2024,STP-U,"400,000.00",0.00,"68,164.78","468,164.78",Federal Hwy
TRUE,190.1999969,A301862,AMPA Wide Bike Share Program,Rio Metro Transit Dist,Bike/Ped,2024,STP-U,"116,971.00",0.00,"19,933.26","136,904.26",Federal Hwy
TRUE,201,A301840,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2020,STP-U,"192,198.00",0.00,"32,752.84","224,950.84",Federal Hwy
TRUE,201.1000061,A301841,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2021,STP-U,"192,240.00",0.00,"32,759.99","224,999.99",Federal Hwy
TRUE,201.1999969,A301842,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2022,STP-U,"149,520.00",0.00,"25,480.00","175,000.00",Federal Hwy
TRUE,201.3000031,A301843,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2023,STP-U,"170,880.00",0.00,"29,119.99","199,999.99",Federal Hwy
TRUE,201.3999939,A301844,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2024,STP-U,"149,520.00",0.00,"25,480.00","175,000.00",Federal Hwy
TRUE,201.5,A301845,CMP Transportation Analysis Program,MRMPO,ITS-TSM,2025,STP-U,"170,880.00",0.00,"29,119.99","199,999.99",Federal Hwy
TRUE,209,A300943,NM 500 Rio Bravo and 2nd Street SW Adaptive Signal Control Technology Project,County of Bernalillo,ITS-TSM,2021,STP-U,"1,025,280.00",0.00,"174,719.97","1,199,999.97",Federal Hwy
TRUE,249,A300756,ITS-ASTM Improvements on Montgomery/Montano,City of Albuquerque-DMD,ITS-TSM,2025,STP-U,"1,500,000.00",0.00,"255,617.93","1,755,617.93",Federal Hwy
TRUE,250.6000061,A301901,I-25 Improved: Comanche to Montgomery,NMDOT CRDC,Hwy & Brg Pres,2021,STP-U,"1,148,110.00","195,651.67",0.00,"1,343,761.67",Federal Hwy
TRUE,250.6000061,A301901,I-25 Improved: Comanche to Montgomery,NMDOT CRDC,Hwy & Brg Pres,2021,STP-U,"1,471,898.00","250,829.01",0.00,"1,722,727.01",Federal Hwy
TRUE,250.6000061,A301901,I-25 Improved: Comanche to Montgomery,NMDOT CRDC,Hwy & Brg Pres,2023,STP-U,"301,511.00","51,381.08",0.00,"352,892.08",Federal Hwy
TRUE,260,A302100,District 3 Pavement Preservation - I-40 West of Coors,NMDOT D-3,Hwy & Brg Pres,2021,STP-U,"170,880.00","29,119.99",0.00,"199,999.99",Federal Hwy
TRUE,332.3999939,A301753,NM 347 (Paseo del Volcan) and Broadmoor Blvd Intersection Improvemnts,City of Rio Rancho,Safety,2022,STP-U,"100,000.00",0.00,"17,041.20","117,041.20",Federal Hwy
TRUE,332.3999939,A301753,NM 347 (Paseo del Volcan) and Broadmoor Blvd Intersection Improvemnts,City of Rio Rancho,Safety,2023,STP-U,"178,630.00",0.00,"30,440.69","209,070.69",Federal Hwy
TRUE,345.3999939,TA00351,Central Ave BRT - Phase IB,City of Albuquerque-ABQ Ride,Transit,2021,STP-U,"378,656.00",0.00,"64,527.51","443,183.51",Federal Hwy
TRUE,347.1000061,A300431,Northern Blvd Expansion Phase B,City of Rio Rancho,Capacity Proj,2021,STP-U,"1,127,808.00",0.00,"192,191.96","1,319,999.96",Federal Hwy
TRUE,347.1000061,A300431,Northern Blvd Expansion Phase B,City of Rio Rancho,Capacity Proj,2021,STP-U,"1,127,808.00",0.00,"192,191.96","1,319,999.96",Federal Hwy
TRUE,382.2999878,A301313,Bernalillo Main St Streetscape Phase 4,Town of Bernalillo,Bike/Ped,2021,STP-U,"273,408.00",0.00,"46,591.99","319,999.99",Federal Hwy
TRUE,382.2999878,A301313,Bernalillo Main St Streetscape Phase 4,Town of Bernalillo,Bike/Ped,2022,STP-U,"42,720.00",0.00,"7,280.00","50,000.00",Federal Hwy
TRUE,382.2999878,A301313,Bernalillo Main St Streetscape Phase 4,Town of Bernalillo,Bike/Ped,2022,STP-U,"64,080.00",0.00,"10,920.00","75,000.00",Federal Hwy
TRUE,382.2999878,A301313,Bernalillo Main St Streetscape Phase 4,Town of Bernalillo,Bike/Ped,2023,STP-U,"322,603.00",0.00,"54,975.41","377,578.41",Federal Hwy
TRUE,382.2999878,A301313,Bernalillo Main St Streetscape Phase 4,Town of Bernalillo,Bike/Ped,2024,STP-U,"1,367,040.00",0.00,"232,959.95","1,599,999.95",Federal Hwy
TRUE,437,A300160,Sunport Blvd Extension,County of Bernalillo,Capacity Proj,2020,STP-U,"4,570,648.00",0.00,"778,893.05","5,349,541.05",Federal Hwy
TRUE,465.2999878,A300304,Unser Blvd Gap Widening Phase 2,City of Albuquerque-DMD,Capacity Proj,2020,STP-U,"1,450,000.00",0.00,"247,097.33","1,697,097.33",Federal Hwy
TRUE,465.2999878,A300304,Unser Blvd Gap Widening Phase 2,City of Albuquerque-DMD,Capacity Proj,2024,STP-U,"8,900,000.00",0.00,"1,516,666.37","10,416,666.37",Federal Hwy
TRUE,465.2999878,A300304,Unser Blvd Gap Widening Phase 2,City of Albuquerque-DMD,Capacity Proj,2025,STP-U,"2,500,000.00",0.00,"426,029.88","2,926,029.88",Federal Hwy
TRUE,474.2999878,A301501,98th St.& Gibson Blvd. Intersection Improvements,City of Albuquerque-DMD,Safety,2023,STP-U,"2,000,000.00",0.00,"340,823.90","2,340,823.90",Federal Hwy
TRUE,493.3999939,A300381,NM 528 Rio Rancho Blvd Improvements (Upper Section),NMDOT CRDC,Capacity Proj,2020,STP-U,"473,421.00","80,676.60",0.00,"554,097.60",Federal Hwy
TRUE,508.1000061,A301050,Westside Blvd Widening,City of Albuquerque-DMD,Capacity Proj,2020,STP-U,"1,500,000.00",0.00,"255,617.93","1,755,617.93",Federal Hwy
TRUE,508.1000061,A301050,Westside Blvd Widening,City of Albuquerque-DMD,Capacity Proj,2020,STP-U,"5,385,204.00",0.00,"917,703.12","6,302,907.12",Federal Hwy
TRUE,508.1000061,A301050,Westside Blvd Widening,City of Albuquerque-DMD,Capacity Proj,2021,STP-U,"2,757,627.00",0.00,"469,932.60","3,227,559.60",Federal Hwy
TRUE,508.2999878,A301052,Westside Blvd Bike/Ped Path,City of Rio Rancho,Bike/Ped,2021,STP-U,"13,130.00",0.00,"2,237.51","15,367.51",Federal Hwy
TRUE,508.2999878,A301052,Westside Blvd Bike/Ped Path,City of Rio Rancho,Bike/Ped,2021,STP-U,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,511.3999939,A300622,Isleta Blvd. Reconstruction,County of Bernalillo,Hwy & Brg Pres,2024,STP-U,"427,200.00",0.00,"72,799.99","499,999.99",Federal Hwy
TRUE,511.3999939,A300622,Isleta Blvd. Reconstruction,County of Bernalillo,Hwy & Brg Pres,2025,STP-U,"2,990,400.00",0.00,"509,599.90","3,499,999.90",Federal Hwy
TRUE,540,A302240,Loma Colorado Blvd extension,City of Rio Rancho,Misc,2022,STP-U,"1,099,935.00",0.00,"187,442.07","1,287,377.07",Federal Hwy
TRUE,605.0999756,A302250,Indian School and Q Street Intersection Improvements,City of Albuquerque-DMD,Safety,2023,STP-U,"2,000,000.00",0.00,"340,823.90","2,340,823.90",Federal Hwy
TRUE,613.0999756,A300201,Idalia Rd Project,City of Rio Rancho,Misc,2021,STP-U,"1,000,000.00",0.00,"170,411.95","1,170,411.95",Federal Hwy
TRUE,613.4000244,A300202,Idalia Rd Culvert Crossing,City of Rio Rancho,Hwy & Brg Pres,2021,STP-U,"126,693.00",0.00,"21,590.00","148,283.00",Federal Hwy
TRUE,613.4000244,A300202,Idalia Rd Culvert Crossing,City of Rio Rancho,Hwy & Brg Pres,2022,STP-U,"100,000.00",0.00,"17,041.20","117,041.20",Federal Hwy
TRUE,613.4000244,A300202,Idalia Rd Culvert Crossing,City of Rio Rancho,Hwy & Brg Pres,2023,STP-U,"1,179,088.00",0.00,"200,930.69","1,380,018.69",Federal Hwy
TRUE,642.0999756,TA00371,Commuter Rail: Centralized Traffic Control,Rio Metro NMRRX,Transit,2021,STP-U,"5,540,443.00",0.00,"944,157.70","6,484,600.70",Federal Hwy
TRUE,642.0999756,TA00371,Commuter Rail: Centralized Traffic Control,Rio Metro NMRRX,Transit,2022,STP-U,"2,750,061.00",0.00,"468,643.26","3,218,704.26",Federal Hwy
TRUE,645.2999878,TA00372,Commuter Rail: Main 2 Extension,Rio Metro NMRRX,Transit,2023,STP-U,"562,706.00",0.00,"95,891.83","658,597.83",Federal Hwy
TRUE,645.2999878,TA00372,Commuter Rail: Main 2 Extension,Rio Metro NMRRX,Transit,2024,STP-U,"4,061,383.00",0.00,"692,108.20","4,753,491.20",Federal Hwy
TRUE,682.0999756,A300847,Albuquerque Complete Streets: East Central from Louisiana to Eubank,City of Albuquerque-DMD,Misc,2021,STP-U,"1,000,000.00",0.00,"170,411.95","1,170,411.95",Federal Hwy
TRUE,683,A300849,Albuquerque Complete Streets: West,City of Albuquerque-DMD,Misc,2022,STP-U,"1,558,084.00",0.00,"265,516.14","1,823,600.14",Federal Hwy
TRUE,683,A300849,Albuquerque Complete Streets: West,City of Albuquerque-DMD,Misc,2023,STP-U,"3,000,000.00",0.00,"511,235.85","3,511,235.85",Federal Hwy
TRUE,692.2999878,TA00342,UNM/CNM/Sunport BRT Implementation Phase 1,City of Albuquerque-ABQ Ride,Transit,2024,STP-U,"650,000.00",0.00,"110,767.77","760,767.77",Federal Hwy
TRUE,692.2999878,TA00342,UNM/CNM/Sunport BRT Implementation Phase 1,City of Albuquerque-ABQ Ride,Transit,2025,STP-U,"3,350,000.00",0.00,"570,880.04","3,920,880.04",Federal Hwy
TRUE,700.0999756,A301741,Sunset Rd Reconstruction Ph.2,County of Bernalillo,Hwy & Brg Pres,2024,STP-U,"186,150.00",0.00,"31,722.18","217,872.18",Federal Hwy
TRUE,700.0999756,A301741,Sunset Rd Reconstruction Ph.2,County of Bernalillo,Hwy & Brg Pres,2025,STP-U,"1,273,849.00",0.00,"217,079.09","1,490,928.09",Federal Hwy
TRUE,802.0999756,A300142,GAP Closure for On-Street Bicycle Facilities,City of Albuquerque-DMD,Bike/Ped,2021,STP-U,"675,000.00",0.00,"115,028.07","790,028.07",Federal Hwy
